Country,slope(log cases),start day,start date,intersecpt(log cases),MSE fit,total cases,total deaths,total recovered,mortality,temp,Population,Population Density,fraction of Population affected per million,exp MSE,pred_day 0,pred_day 1,pred_day 2,pred_day 3,pred_day 4,pred_day 5,pred_day 6,pred_day 7,pred_day 8,pred_day 9,pred_day 10,pred_day 11,pred_day 12,pred_day 13,pred_day 14,pred_day 15,pred_day 16,pred_day 17,pred_day 18,pred_day 19,pred_day 20,pred_day 21,pred_day 22,pred_day 23,pred_day 24,pred_day 25,pred_day 26,pred_day 27,pred_day 28,pred_day 29,pred_day 30,pred_day 31,pred_day 32,pred_day 33,pred_day 34,pred_day 35,pred_day 36,pred_day 37,pred_day 38,pred_day 39,pred_day 40,pred_day 41,pred_day 42,pred_day 43,pred_day 44,pred_day 45,pred_day 46,pred_day 47,pred_day 48,pred_day 49,pred_day 50,pred_day 51,pred_day 52,pred_day 53,pred_day 54,pred_day 55,pred_day 56,pred_day 57,pred_day 58,pred_day 59,pred_day 60,pred_day 61,pred_day 62,pred_day 63,pred_day 64
Russia,0.2199770286454168,52,3/14/20,4.089730448585685,4.07753744390572,1534,8,64,0.005215123859191656,-10.00352733686067,145934462.0,9.0,10.511567857083682,59.000000000000014,59.723790901939836,74.41871658701231,92.72930091713553,115.54516985692464,143.97484015538913,179.39957700903906,223.5405033010377,278.54222094159945,347.0770070808847,432.47464760281804,538.8842159042653,671.4756570365547,836.690971243391,1042.5572007327416,1299.0764262514151,1618.711721578491,2016.9926762018695,2513.26990570304,3131.6552079936164,3902.1930432140134,4862.320254043395,6058.684947428416,7549.412908717893,9406.931662704637,11721.489389540258,14605.53966324894,18199.205046851544,22677.084994726603,28256.73882645877,35209.25592034316,43872.426682990364,54667.154211068184,68117.90401134503,84878.18533563556,105762.3021499696,131784.9163696156,164210.3455531822,204613.99020102568,254958.87512413855,317691.02367194946,395858.2986083143,493258.48356006126,614623.7996256094,765850.8219458193,954286.9668118336,1189087.4683834382,1481660.1888531637,1846219.87330917,2300478.7779578525,2866507.2261131583,3571805.902357903,4450641.982653465,5545714.016733472,6910226.451658566,8610474.587964434,10729065.559376324,13368931.828484578,16658332.19543282,20757083.29532632,25864324.343780465,32228192.38341155,40157878.1064099,50038647.9894336,62350562.59635358,77691800.48395249
Ireland,0.22099747393242292,51,3/13/20,4.65283922390262,4.499809670330265,2615,46,5,0.017590822179732315,6.511463844797179,4937786.0,72.0,529.5895771910731,90.0,104.88234770709576,130.82187928230272,163.17678306313812,203.53371069816498,253.87172496552586,316.6593510032866,394.97563027721617,492.66111364974336,614.506198096967,766.4860429152034,956.053585469452,1192.5050256787454,1487.4357022266547,1855.3087162037082,2314.164186908116,2886.5039209895554,3600.3948782130624,4490.845546684348,5601.522723580867,6986.892890573562,8714.893194816963,10870.263017704852,13558.699508142849,16912.040863471957,21094.73154088083,26311.886446712262,32819.34956332571,40936.240278368765,51060.60267571398,63688.925213408016,79440.4880138317,99087.73173247364,123594.13726382334,154161.4738667257,192288.7327093097,239845.63587474357,299164.32563484693,373153.73034051224,465442.2153161323,580555.5142131418,724138.666395705,903232.8439426925,1126620.6435812637,1405256.7763180102,1752805.2753502147,2186309.5663879314,2727028.2599556623,3401477.6520797787,4242732.056537734,5292045.735642753,6600875.9674040135,8233406.458222906,10269694.846722959,12809598.649107907,15977672.17042345,19929274.52128281,24858188.270996712,31006122.34812779,38674565.201067194,48239569.4856025,60170193.305548996,75051502.34617402,93613260.90169506,116765718.77572206,145644249.0079328
Panama,0.22126061450342477,54,3/16/20,4.093259297061146,4.007333185232471,901,17,4,0.018867924528301886,29.64902998236332,4314767.0,58.0,208.81776466724622,55.000000000000014,59.93491941157802,74.77771490884089,93.29630709251767,116.40100165821302,145.22754018119062,181.19292898362443,226.06509393950938,282.0497851905577,351.89900368840784,439.0462794120922,547.7754510390245,683.431243655683,852.6819957316374,1063.8474500460347,1327.3077215595968,1656.0135455844684,2066.12288817014,2577.795212124235,3216.1824418564925,4012.665339223028,5006.396066047646,6246.222760004812,7793.090728916948,9723.038297322031,12130.934570080277,15135.142847694067,18883.338929639365,23559.77031204306,29394.313115091994,36673.77194532345,45755.97815235372,57087.379498351336,71224.98588353621,88863.74989863457,110870.72813126967,138327.7024701251,172584.3565130046,215324.62103489807,268649.4498145831,335180.09477411816,418186.9570562149,521750.3478832491,650961.0616088577,812170.6203936306,1013303.4916102565,1264246.6254343097,1577335.4608520346,1967960.2903480926,2455322.789925052,3063379.9026803644,3822021.473776331,4768539.524995243,5949461.392998067,7422836.841602946,9261091.574088292,11554587.41366162,14416064.15743608,17986181.449074753,22440433.088123564,27997773.657979846,34931381.52571264,43582087.28311209,54375127.72160697,67841048.90466696,84641785.85564151
United Kingdom,0.2216080501530084,41,3/3/20,4.3695040380352355,3.9318256327243257,19780,1231,151,0.06223458038422649,16.16543209876545,67886011.0,281.0,291.3707803511978,51.0,79.00443878458556,98.60402558292876,123.0659189627185,153.59637013400487,191.70087963580815,239.25843573699572,298.6141700552804,372.6949993764248,465.15395613838217,580.5503247245189,724.5744663460981,904.3284189529277,1128.6761089580946,1408.6804442215525,1758.1488419773978,2194.314092472992,2738.6841326870244,3418.1026336930395,4266.072700759489,5324.408959745632,6645.299496553946,8293.879326844537,10351.44229751132,12919.449803409818,16124.53399493465,20124.742191821664,25117.330424216605,31348.49041175069,39125.489631976976,48831.82312243432,60946.12417353209,76065.76642576976,94936.32122471422,118488.32281835405,147883.15434168794,184570.31729256522,230358.908539152,287506.82949325436,358832.12648237665,447851.95267469436,558956.0039696909,697622.9812281446,870690.7529059015,1086693.540200222,1356282.7517940989,1692752.220166181,2112693.739625571,2636815.23159656,3290961.882062401,4107390.6049268404,5126360.67691816,6398118.980534822,7985377.750222913,9966407.003019644,12438894.145873794,15524761.082441712,19376176.357835382,24183058.808843885,30182442.73543221,37670166.403618634,47015460.25664969,58679154.20018607,73236401.78896716,91405041.87734228,114080996.28752287
Austria,0.225898594331975,44,3/6/20,4.415096109584992,4.007333185232471,8788,86,479,0.00978607191624943,2.076719576719578,9006398.0,109.0,975.7507940466322,55.000000000000014,82.68978780540455,103.64739479363722,129.91667692737704,162.84387058118887,204.11641378948255,255.84942331315503,320.6940891935604,401.97354174923123,503.85315386619146,631.5540061571566,791.6204545562474,992.2555125331598,1243.7412354438936,1558.9656506864799,1954.0832375416999,2449.3428046731055,3070.1251919806637,3848.243976486696,4823.5758402452175,6046.104152637223,7578.480495639649,9499.235403964878,11906.802862639499,14924.56480766716,18707.17414808025,23448.480348774887,29391.463740840216,36840.68766845513,46177.90661438704,57881.63018229767,72551.64554203626,90939.7550531867,113988.30429479288,142878.47496843446,179090.8175676593,224481.12596483398,281375.5423021739,352689.76607968827,442078.4766138652,554122.6264021471,694564.2037194438,870600.4954547996,1091252.9304379476,1367829.405572897,1714503.7878606583,2149042.2903705346,2693713.9471495803,3376431.8466795157,4232183.609300884,5304824.417069058,6649324.484431032,8334586.147091043,10446974.937970059,13094745.60925463,16413589.923324928,20573590.523260847,25787937.25175909,32323852.608458824,40516286.24860606,50785080.33257777,63656485.40838611,79790129.46344972,100012822.24348697,125360927.22708687,157133472.71587852
Germany,0.23171691313257145,38,2/29/20,4.912165317536233,4.3694478524670215,62095,533,9211,0.008583621869715757,5.409171075837741,83783942.0,240.0,741.1324714227459,79.0,135.93343502020275,171.37981446888224,216.06929011264432,272.4121173457038,343.4470564423203,433.0052632321156,545.9169163623387,688.2717252580053,867.7473688600862,1094.023578959804,1379.3042010514043,1738.9753892205213,2192.435433756763,2764.1409769156044,3484.926042803424,4393.665021152906,5539.369295359095,6983.830593055867,8804.953624118563,11100.957746593253,13995.674270684765,17645.22510242152,22246.442928961675,28047.487074768538,35361.22757787894,44582.119335012234,56207.47639554913,70864.2937994,89343.06355169018,112640.40854477456,142012.83381997616,179044.4941573827,225732.6329302774,284595.300232159,358807.15988126263,452370.7098361656,570332.1505217345,719053.543578343,906555.939481217,1142951.9800692417,1440991.3077087747,1816748.1968634038,2290488.4943785276,2887762.625518594,3640783.6152893174,4590164.446421103,5787108.455637815,7296170.903730245,9198740.660299676,11597429.782269705,14621607.73106246,18434378.707591895,23241378.416477706,29301864.698887795,36942700.189554706,46575981.130208835,58721263.121284515,74033582.52227238,93338784.79012933,117678065.1331726,148364123.70939308,187051964.00999606,235828152.82574666,297323355.88965994,374854218.62592024
Chile,0.2319675791194846,52,3/14/20,4.433811398294756,4.110873864173311,2139,7,75,0.0032725572697522207,21.60052910052911,19116201.0,26.0,111.8946175550257,61.00000000000001,84.25192337045178,106.24831803434527,133.9875059645993,168.9688089820892,213.08299011378742,268.71445060990703,338.8701084400259,427.34192423785237,538.9118593315854,679.6103439796825,857.0422261945439,1080.7978189079163,1362.9712628546151,1718.8142230381225,2167.5602515129985,2733.464373848675,3447.1140896242455,4347.082647415474,5482.013954902388,6913.251814895204,8718.155599259657,10994.281575154031,13864.655887081923,17484.424202997754,22049.237442323167,27805.82684013071,35065.339936847755,44220.15831272111,55765.10607693562,70324.19544453055,88684.35501758997,111837.96380705878,141036.48998775674,177858.13359748575,224293.12931374792,282851.3199807068,356697.8153080866,449824.06818621315,567263.6154074254,715364.1437253924,902130.5866063928,1137657.7962834062,1434676.1773294278,1809239.7736127586,2281594.0001983675,2877269.92168998,3628464.223495552,4575779.464393864,5770418.672227615,7276952.902100578,9176811.345466452,11572682.63286033,14594065.223654239,18404266.885147527,23209231.587559383,29268670.91455179,36910101.64953119,46546548.27873956,58698867.24336753,74023899.58157793,93349973.62973258,117721676.72777462,148456315.86964566,187215119.03498274,236093025.68210292
Canada,0.2324604991430298,45,3/7/20,3.8273464089497553,3.9889840465642745,6280,64,466,0.01019108280254777,-5.648629148629147,37742154.0,4.0,166.3921990249947,54.00000000000001,45.940469127378904,57.96311778936517,73.1321009053768,92.27081611223298,116.4181447082093,146.88484385806464,185.3246966723623,233.82428230574286,295.0162389444197,372.2221677862637,469.6329350792375,592.5361593127521,747.6032319451111,943.2514516295921,1190.1009291873356,1501.5510648890534,1894.5078901913382,2390.301755246953,3015.8451757937055,3805.0936892771115,4800.88901790723,6057.284588606539,7642.479642940001,9642.52120539524,12165.974859009117,15349.81786581148,19366.87452046693,24435.19734047883,30829.903319565132,38898.10773572855,49077.766145965565,61921.44734242987,78126.32770565723,98572.03509823898,124368.39652844553,156915.68140640928,197980.61049702438,249792.25646197033,315163.0416317994,397641.4009684464,501704.3970177063,633000.7423117257,798657.420881752,1007666.5528069417,1271373.5014504578,1604092.7186555879,2023884.7570036065,2553536.6266512033,3221798.7121475153,4064945.391133106,5128744.067899936,6470939.504229506,8164388.301119447,10301013.676281149,12996795.209309394,16398064.406192513,20689447.81687655,26103888.871518835,32935292.43737335,41554478.463889666,52429310.70642072,66150093.14914406,83461612.68728167,105303567.39870933,132861574.918793
South Africa,0.25166668814128984,53,3/15/20,3.9290224671394913,3.9318256327243257,1280,2,31,0.0015625,26.506172839506156,59308690.0,49.0,21.58199751166313,51.0,50.85723874038005,65.41091596276728,84.12937927931691,108.2044541610135,139.16902752141567,178.99464833893063,230.21705838281574,296.0976457244701,380.8311009594505,489.81249784385375,629.9808036675571,810.2606910535393,1042.13078183412,1340.354503726546,1723.9200942689356,2217.2496031173346,2851.753871230785,3667.8324942062977,4717.446109663521,6067.424789090676,7803.723183156339,10036.893350343236,12909.123730016567,16603.292439206656,21354.61132662505,27465.602173842894,35325.35859509014,45434.32006235565,58436.13544564232,75158.6448555825,96666.58914811623,124329.4031642806,159908.4091764239,205668.96224497427,264524.68790591357,340222.99596365483,437583.6822597662,562805.8104587125,723862.4133567514,931008.1447872674,1197432.2048864884,1540098.1112006772,1980823.7847993572,2547670.7216840363,3276730.6995879547,4214423.781784847,5420453.934376471,6971610.444513508,8966657.18009479,11532620.99557197,14832879.673682516,19077564.371396646,24536938.90543272,31558607.751397118,40589648.40907804,52205077.32631649,67144461.83862838,86359009.24767601,111072131.25282143,142857339.94077793,183738435.05804318,236318361.60167828,303944942.23519236,390924036.89759946,502793701.71609074
Brazil,0.2518281754018733,50,3/12/20,4.488894654571585,3.9512437185814275,4256,136,6,0.03195488721804511,25.65520282186949,212559417.0,25.0,20.022636776426612,52.00000000000001,89.02299031960828,114.51694805329836,147.31173761249522,189.49813461945124,243.76566053895868,313.5740485114806,403.37381271208795,518.8899832567918,667.4870956891077,858.6387043262476,1104.5313524839253,1420.8415046666973,1827.7349727045494,2351.1525525367724,3024.46383521369,3890.594628003161,5004.763615689792,6438.002733219218,8281.685685014198,10653.353318952944,13704.207241747226,17628.749418330135,22677.182311397413,29171.36011075418,37525.30799576492,48271.61760132995,62095.401485099246,79877.97130480746,102753.02433309401,132178.9203847988,170031.65704840462,218724.47069821245,281361.68824487727,361936.6381790706,465586.2383877785,598918.4915533005,770433.7670430084,991066.7273950033,1274883.4489942722,1639978.1806737387,2109626.9115483863,2713771.291823419,3490927.5114051523,4490641.833600144,5776649.332246555,7430937.212151712,9558971.762869047,12296422.181297002,15817809.928890396,20347635.04843435,26174688.77964423,33670464.94987876,43312843.92663666,55716559.06165128,71672387.96253143,92197567.16432434,118600644.30201301,152564902.32310015,196255674.30801985,252458390.5708925,324756158.9970358,417758199.94737583,537393699.2057619,691289813.06036,889257924.5854731
Spain,0.25314431475487237,39,3/1/20,4.898357064621375,4.430816798843313,80110,6803,14709,0.0849207339907627,15.526455026455027,46754778.0,94.0,1713.4077719286786,83.99999999999999,134.06933139563696,172.69056983989117,222.43739564585314,286.5147473170272,369.0508072700065,475.36295992450397,612.3003641145287,788.6852100431364,1015.8810887534245,1308.5250913103835,1685.4708031723615,2171.002946150338,2796.401921244945,3601.959048009927,4639.572332207724,5976.089994049297,7697.61716377463,9915.063203372,12771.28704055408,16450.30085302471,21189.12505025688,27293.05830980415,35155.346440004956,45282.51723526391,58327.013521579385,75129.22677578418,96771.63933378716,124648.5632987649,160555.9690774138,206807.1907463605,266381.9625652159,343118.38831138297,441960.2110581272,569275.313747633,733265.9699536692,944497.2752330754,1216577.8032479426,1567036.3379188704,2018451.165065121,2599904.678128586,3348857.010933344,4313559.406243241,5556162.801350484,7156721.901274783,9218352.701928878,11873875.736602694,15294373.036820473,19700210.08964575,25375232.88086759,32685054.66836077,42100610.61071934,54228497.757758625,69850055.05631515,89971701.1001321,115889772.63260832,149274041.0219713,192275287.25653318,247663865.9774809,319008185.5349171,410904602.64208645,529273542.5874232,681740922.5446063,878129451.1716508,1131091456.468309,1456924011.8169298
Luxembourg,0.25712230858352775,52,3/14/20,4.228810979674669,3.9318256327243257,1950,21,40,0.010769230769230769,4.940035273368591,625978.0,242.0,3115.1254516931904,51.0,68.63557454400247,88.75975060195233,114.78440122723804,148.4395649575625,191.96253331643237,248.24657905590988,321.03329200900276,415.16130844617174,536.8879686967296,694.3052858421016,897.8778777972249,1161.138622846363,1501.5882836686108,1941.858904084688,2511.2183175539344,3247.5157825078427,4199.698084358617,5431.063366886913,7023.468997687664,9082.77319359566,11745.872148572169,15189.800470618873,19643.499896707166,25403.038633608405,32851.29305948052,42483.40016505229,54939.672734224834,71048.16536381397,91879.72098019625,118819.15717556718,153657.32461197968,198710.15725203606,256972.62850852933,332317.847843212,429754.5331427324,555759.9748415109,718710.6262198599,929438.9441928549,1201953.4976488166,1554370.2139195604,2010116.6697767444,2599489.484506705,3361668.345754015,4347320.554362253,5621969.230323169,7270349.087781322,9402039.337587066,12158748.1753935,15723733.105606755,20333983.335282918,26295974.085958615,34006040.12149318,43976722.861242175,56870842.55341327,73545560.52164586,95109360.6071155,122995737.7567604,159058492.34778735,205694965.12134588,266005405.00383052,343999064.097212,444860720.39797145,575295345.8532565,743973832.2240193,962109405.2363124
Dominican Republic,0.26003217070821355,58,3/20/20,4.570620468639775,4.276666119016055,859,39,3,0.04540162980209546,27.1931216931217,10847910.0,225.0,79.1857602063439,72.0,96.60403095299787,125.2927049263505,162.5011063503078,210.75935411081088,273.3489410801297,354.5258710099429,459.8100607915437,596.3606870292239,773.4629999651105,1003.1597074166517,1301.0698619451146,1687.450934429131,2188.5762935502253,2838.5217578551224,3681.482703418505,4774.779287163516,6192.754136792714,8031.82754475452,10417.053912314332,13510.625272691897,17522.900120860322,22726.70749489811,29475.89896627786,38229.41004829945,49582.467164548514,64307.06220727789,83404.44689867148,108173.21649761275,140297.6124481174,181962.04842514326,235999.64738757367,306084.8899487507,396983.473882393,514876.37485835736,667780.1440818172,866092.0224832769,1123296.938456541,1456884.4639949293,1889538.0809514404,2450677.6258533006,3178459.797345738,4122372.757953201,5346601.259423203,6934391.115435928,8993709.799676416,11664588.081964629,15128641.92335927,19621422.105689548,25448431.352928277,33005898.086098284,42807719.39778337,55520405.330560826,72008400.62106584,93392865.72444691,121127914.14607407,157099490.11167452,203753610.11818388,264262688.6101389,342741257.69331276,444525749.5222759,576537366.1701305,747752711.6204444,969814188.1938882,1257821663.5068254,1631359240.1999197
Portugal,0.261502600868193,49,3/11/20,4.32122276844738,4.07753744390572,5962,119,43,0.019959745051995974,14.626102292768953,10196709.0,111.0,584.6984551584242,59.000000000000014,75.28062280683315,97.7805194248805,127.00519233923758,164.96454483982134,214.26920075457434,278.3100479959706,361.4914441401154,469.5341225639049,609.8686312653193,792.1463628041475,1028.9033210348096,1336.4222746525452,1735.8525914672023,2254.6647691028593,2928.5396962981113,3803.822577227921,4940.710285511521,6417.391355605469,8335.42333614811,10826.717328391336,14062.610065712277,18265.64745915047,23724.890012803786,30815.792726671552,40026.02671121758,51989.018374350475,67527.51281133422,87710.15743460624,113924.99733696888,147974.93697243734,192201.73345478132,249647.0490127915,324261.638854875,421177.0611695134,547058.5958975571,710563.6439800235,922937.1331196779,1198784.8786070466,1557078.086477379,2022458.0828924496,2626931.0014571487,3412068.979223241,4431869.246858665,5756467.744600787,7476962.664933546,9711679.65724213,12614309.578838754,16384478.45961688,21281476.621121712,27642091.159119006,35903768.20425578,46634697.92659557,60572891.35592827,78676936.49463136,102191924.4337749,132735079.48788688,172406982.49178565,223936036.55193084,290866110.76773995,377800266.9683403,490717331.5743294,637383084.5588326,827884344.6967105,1075322682.3838546,1396715469.565766
US,0.2633112289727956,33,2/24/20,3.035533705906712,3.9318256327243257,140886,2467,2665,0.017510611416322416,6.046357112449082,,,,51.0,20.81208246726915,27.08134013666282,35.239096556100534,45.854227295385236,59.666971243417244,77.64055066131428,101.02834082863144,131.46127331206324,171.0615678638487,222.59072396610472,289.64209211030857,376.8914536385229,490.4230831603749,638.1540312856399,830.3862147388769,1080.5248134830306,1406.0130717845327,1829.5486909334384,2380.6666379338017,3097.7987462467704,4030.9537334369597,5245.204524921388,6825.226069959807,8881.200091383902,11556.498532752888,15037.681502873247,19567.506917511724,25461.85905677753,33131.776539555394,43112.11582073547,56098.84904063305,72997.59716664387,94986.78285260382,123599.80693735111,160831.97910446613,209279.65943968354,272321.31382740475,354353.10896067787,461095.4760216865,599992.0210415273,780728.5996806554,1015908.7537551238,1321932.610613269,1720140.5348103086,2238301.2838489613,2912548.4435098227,3789900.178766064,4931538.013390842,6417073.2817129735,8350098.7706187535,10865412.691761645,14138418.742745847,18397357.764127176,23939223.95847471,31150475.578154337,40533984.327494286,52744102.777479984,68632295.19517961,89306513.82261181,116208461.16929111,151214126.1516292,196764604.89817736,256036328.92017898,333162571.3925814,433521678.1346722
Ecuador,0.27115129970506097,55,3/17/20,4.796153674355953,4.060443010546419,1924,58,3,0.030145530145530147,24.64021164021165,17643054.0,71.0,109.05141479474018,57.999999999999986,121.04394655851134,158.74592593803183,208.1910720726668,273.03706998871894,358.08087659976087,469.61357368708593,615.8857481731917,807.7178260090031,1059.3005088814755,1389.2445257287739,1821.9573540139897,2389.448753166249,3133.6986738076594,4109.762707909653,5389.844804319423,7068.638527168152,9270.331974628185,12157.794544099128,15944.625131124789,20910.95302276592,27424.16035023308,35966.05903597487,47168.532639076235,61860.27969030982,81128.11633646589,106397.37313270084,139537.33330365567,182999.51222678466,239999.0073077006,314752.3335324562,412789.33848718397,541362.2706346565,709982.2615108789,931122.9078989174,1221143.0011915201,1601496.6624802595,2100320.4026333,2754514.5095000057,3612472.732033334,4737662.18862763,6213318.321967842,8148602.207808373,10686675.702150358,14015291.78261938,18380683.50033615,24105778.9719729,31614089.858790163,41461040.47339402,54375055.072428465,71311442.75134483,93523066.0549143,122653020.98584896,160856184.3783201,210958620.05500376,276666635.774742,362840955.8754041,475856291.4241956,624072906.9343128,818455067.608339,1073382116.4972966,1407712180.6857133,1846177193.7449,2421212430.6856,3175355894.530947,4164395048.1772976
New Zealand,0.27986072994405803,59,3/21/20,4.155539844887948,3.9512437185814275,514,1,56,0.0019455252918287938,17.291887125220455,4822233.0,18.0,106.58962352088753,52.00000000000001,63.7863900113399,84.38592099503013,111.63797889978564,147.69096770968466,195.3871089210931,258.4865068227172,341.9635746613859,452.3991903198102,598.4994969264783,791.7822478153153,1047.4848035377483,1385.765362471785,1833.292123514184,2425.3456617967527,3208.600257290536,4244.803441113643,5615.643834955499,7429.191037594956,9828.415244129988,13002.458238349222,17201.54430196555,22756.706535675,30105.883707874964,39828.44496461786,52690.86414110649,69707.14438896457,92218.7566681634,122000.39401941502,161399.87870852457,213523.2517608171,282479.6363375785,373705.17865096236,494391.60415673914,654053.1740636192,865276.7379258979,1144714.0123852638,1514394.3119194142,2003461.2201479918,2650470.111413407,3506427.646738716,4638812.861487835,6136896.845403076,8118780.389653145,10740704.410697514,14209367.134132521,18798219.058283668,24869020.30382317,32900359.813576773,43525384.701077625,57581714.124446586,76177472.62386405,100778648.63171662,133324665.02509473,176381272.67425475,233342820.28260955,308699846.372011,408393088.90964556,540281820.7695862,714763432.0488716,945593103.7371724,1250968191.352803,1654962805.451543,2189425683.5309143,2896490971.225737,3831899849.124865
Ukraine,0.295467962648325,60,3/22/20,4.114024142583002,4.290459441148391,475,10,6,0.021052631578947368,3.5379188712522076,43733762.0,75.0,10.861174028431398,72.99999999999999,61.19246999084274,82.22768988326611,110.49387260475685,148.47669806276326,199.51631115761887,268.1010484292754,360.26213471886297,484.1040587964364,650.517268283185,874.1358570442385,1174.6244624482886,1578.40754004455,2120.993085123295,2850.0951452714557,3829.8297123527504,5146.3529734979975,6915.4377392830165,9292.65430726842,12487.051048679887,16779.53776569271,22547.58842041194,30298.43555141023,40713.67543820855,54709.20651580089,73515.77192118632,98787.18894610474,132745.7829094905,178377.81465638522,239696.08724431143,322092.82500129525,432813.8565381496,581595.8005605142,781522.2875144018,1050174.5117366833,1411177.2917046328,1896276.59628645,2548131.2311085234,3424064.1811780375,4601103.496434135,6182756.007107001,8308109.537862652,11164064.053923745,15001767.325298976,20158700.433406204,27088355.28188094,36400113.90126208,48912836.465605125,65726870.459822536,88320813.36113192,118681537.97981635,159478914.66603366,214300595.15559462,287967504.5457484,386957785.22732085,519976473.6796728,698721006.5343808,938909873.2054844,1261664873.0445201,1695368530.357411,2278160005.192467,3061288986.037971,4113622500.0340357,5527700961.903385,7427876020.216898,9981245829.31763
Turkey,0.3946973449382949,56,3/18/20,5.070798279051883,4.584967478670572,9217,131,105,0.014212867527395031,2.6366843033509704,84339067.0,110.0,109.28506003036529,98.00000000000004,159.30144360478675,236.39298811551876,350.7918294125534,520.5522742598114,772.465740410329,1146.2889504347047,1701.01829654053,2524.200590146461,3745.749609074782,5558.4489555442815,8248.37696479742,12240.055291960249,18163.44648039778,26953.373998479638,39997.05511208745,59353.03007814879,88076.03883799484,130699.11691413246,193948.9943860305,287807.7014710495,427087.9222048448,633770.7169090455,940474.5503871997,1395603.1042894365,2070984.2960667398,3073206.0865820036,4560438.081805865,6767393.696371389,10042372.38181115,14902227.885609455,22113937.57483679,32815646.010621794,48696285.74513988,72262122.90944292,107232293.54100335,159125753.78492367,236132275.84223908,350404949.3446503,519978169.38527614,771613806.0918938,1145024735.2797422,1699142283.421376,2521416708.6137757,3741618509.8255825,5552318672.769572,8239280023.612729,12226556022.520489,18143414441.967873,26923647755.481873,39952943299.60981,59287571015.589264,87978901843.83127,130554971928.4543,193735092596.3467,287490285118.23816,426616896968.53827,633071746073.8258,939437323099.0836,1394063926411.0422,2068700256137.8943,3069816719784.47,4555408481778.66,6759930096842.369,10031296885225.357,14885792568555.615
